,message,label
708,Y de asking like this.,ham
709,Just glad to be talking to you.,ham
710,Wat time �_ finish?,ham
711,Sorry da. I gone mad so many pending works what to do.,ham
712,How much you got for cleaning,ham
713,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham
714,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
715,�� called dad oredi...,ham
716,Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
717,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
718,"Sorry, I'll call later In meeting.",ham
719,THIS IS A LONG FUCKIN SHOWR,ham
720,"Received, understood n acted upon!",ham
721,They finally came to fix the ceiling.,ham
722,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",ham
723,Jus finish blowing my hair. U finish dinner already?,ham
724,I'm on the bus. Love you,ham
725,Lol ... I knew that .... I saw him in the dollar store,ham
726,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,spam
727,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam
728,Only saturday and sunday holiday so its very difficult:),ham
729,Everybody had fun this evening. Miss you.,ham
730,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
731,"I'm in a meeting, call me later at",ham
732,Oh wow thats gay. Will firmware update help,ham
733,These won't do. Have to move on to morphine,ham
734,How come i din c �_... Yup i cut my hair...,ham
735,K k pa Had your lunch aha.,ham
736,Oh ho. Is this the first time u use these type of words,ham
737,Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
738,Of course. I guess god's just got me on hold right now.,ham
739,Do you hide anythiing or keeping distance from me,ham
740,Havent.,ham
741,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
742,Sorry i din lock my keypad.,ham
743,Did u got that persons story,ham
744,Are you planning to come chennai?,ham
745,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam
746,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
747,We are okay. Going to sleep now. Later,ham
748,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
749,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",ham
750,A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611 ,spam
751,Where r e meeting tmr?,ham
752,Lol yes. But it will add some spice to your day.,ham
753,Hope you are having a great day.,ham
754,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham
755,"K, I'll work something out",ham
756,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam
757,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham
758,I cant pick the phone right now. Pls send a message,ham
759,You call him and tell now infront of them. Call him now.,ham
760,Ok no prob...,ham
761,Ladies first and genus second k .,ham
762,No. Yes please. Been swimming?,ham
763,Mum not going robinson already.,ham
764,Ok set let u noe e details later...,ham
765,Not..tel software name..,ham
766,I send the print  outs da.,ham
767,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,ham
768,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",ham
769,"I didnt get ur full msg..sometext is missing, send it again",ham
770,"Probably not, I'm almost out of gas and I get some cash tomorrow",ham
771,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
772,I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?,ham
773,I'm leaving my house now.,ham
774,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",ham
775,�� ready then call me...,ham
776,Wewa is 130. Iriver 255. All 128 mb.,ham
777,It is a good thing I'm now getting the connection to bw,ham
778,Sry da..jst nw only i came to home..,ham
779,"That's cool he'll be here all night, lemme know when you're around",ham
780,Are you staying in town ?,ham
781,"Haha yeah, 2 oz is kind of a shitload",ham
782,Ok u can take me shopping when u get paid =D,ham
783,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
784,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
785,But pls dont play in others life.,ham
786,Eatin my lunch...,ham
787,Hmmm.but you should give it on one day..,ham
788,"Didn't try, g and I decided not to head out",ham
789,Ok no prob,ham
790,Surly ill give it to you:-) while coming to review.,ham
791,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
792,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
793,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
794,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam
795,A guy who gets used but is too dumb to realize it.,ham
796,"Okey dokey, i���ll be over in a bit just sorting some stuff out.",ham
797,Don no da:)whats you plan?,ham
798,Yes fine ,ham
799,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
800,I liked the new mobile,ham
801,Anytime...,spam
802,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
803,Yar but they say got some error.,ham
804,Hey anyway i have to :-),ham
805,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham
806,Wif my family booking tour package.,ham
807,"Did you say bold, then torch later. Or one torch and 2bold?",ham
808,"Haha awesome, I might need to take you up on that, what you doin tonight?",ham
809,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
810,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
811,Thats cool princess! I will cover your face in hot sticky cum :),ham
812,Big brother���s really scraped the barrel with this shower of social misfits,ham
813,Oops i thk i dun haf enuff... I go check then tell �_..,ham
814,S:)8 min to go for lunch:),ham
815,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
816,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham
817,My uncles in Atlanta. Wish you guys a great semester.,ham
818,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
819,Forgot to tell �_ smth.. Can �_ like number the sections so that it's clearer..,ham
820,"Yup. Anything lor, if u dun wan it's ok...",ham
821,"I'm home, my love ... If your still awake ... *loving kiss*",ham
822,HELLO PEACH! MY CAKE TASTS LUSH!,ham
823,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
824,"There'll be a minor shindig at my place later tonight, you interested?",ham
825,Jason says it's cool if we pick some up from his place in like an hour,ham
826,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
827,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
828,I've reached already.,ham
829,I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham
830,K:)eng rocking in ashes:),spam
831,Wat time r �_ going to xin's hostel?,ham
832,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
833,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
834,Oh k:)after that placement there ah?,ham
835,"Not for possession, especially not first offense",ham
836,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",ham
837,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
838,We have pizza if u want,ham
839,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",ham
840,Many more happy returns of the day. I wish you happy birthday.,ham
841,Ya very nice. . .be ready on thursday,ham
842,I am in hospital da. . I will return home in evening,ham
843,"\Thinking of u ;) x\""""",ham
844,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
845,Orh i tot u say she now still dun believe.,ham
846,"When you just put in the + sign, choose my number and the pin will show. Right?",ham
847,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
848,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham
849,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
850,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
851,Well boy am I glad G wasted all night at applebees for nothing,ham
852,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,ham
853,Ok lor... Or u wan me go look 4 u?,ham
854,U wan 2 haf lunch i'm in da canteen now.,ham
855,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
856,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
857,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
858,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082,spam
859,I'm home. Doc gave me pain meds says everything is fine.,ham
860,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900),ham
861,Me too! Have a lovely night xxx,ham
862,Prepare to be pleasured :),ham
863,Hi.:)technical support.providing assistance to us customer through call and email:),spam
864,if you text on your way to cup stop that should work. And that should be BUS,ham
865,Whens your radio show?,ham
866,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
867,I'm not sure if its still available though,ham
868,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
869,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
870,Hi..i got the money da:),ham
871,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
872,Ok then u tell me wat time u coming later lor.,ham
873,U repeat e instructions again. Wat's e road name of ur house?,ham
874,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
875,Quite lor. But dun tell him wait he get complacent...,ham
876,Sorry completely forgot * will pop em round this week if your still here?,ham
877,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham
878,O we cant see if we can join denis and mina? Or does denis want alone time,ham
879,Sen told that he is going to join his uncle finance in cbe,ham
880,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,ham
881,"Call me, i am senthil from hsbc.",ham
882,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
883,Indeed and by the way it was either or - not both !,ham
884,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
885,Holy living christ what is taking you so long,ham
886,�� thk of wat to eat tonight.,ham
887,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham
888,We're on the opposite side from where we dropped you off,ham
889,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
890,Send me your resume:-),ham
891,Gd luck 4 ur exams :-),ham
892,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
893,Sorry that was my uncle. I.ll keep in touch,ham
894,Saw Guys and Dolls last night with Patrick Swayze it was great,ham
895,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
896,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
897,Just come home. I don't want u to be miserable,ham
898,I dont know why she.s not getting your messages,ham
899,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham
900,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
901,Reverse is cheating. That is not mathematics.,ham
902,How do you plan to manage that,ham
903,"Er, hello, things didn���t quite go to plan ��� is limping slowly home followed by aa and with exhaust hanging off",ham
904,Sorry for the delay. Yes masters,ham
905,Call me when u finish then i come n pick u.,ham
906,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
907,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
908,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham
909,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham
910,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
911,"fyi I'm at usf now, swing by the room whenever",ham
912,i can call in  &lt;#&gt;  min if thats ok,ham
913,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
914,�� no home work to do meh... ,ham
915,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
916,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham
917,How's ur paper?,ham
918,Got smaller capacity one? Quite ex...,ham
919,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam
920,Im good! I have been thinking about you...,ham
921,u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
922,:-) :-),ham
923,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
924,I am going to sleep. I am tired of travel.,ham
925,"Haha, just what I was thinkin",ham
926,Yup but it's not giving me problems now so mayb i'll jus leave it...,ham
927,Lol no. Just trying to make your day a little more interesting,ham
928,"How long before you get reply, just defer admission til next semester",ham
929,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",ham
930,Po de :-):):-):-):-). No need job aha.,ham
931,Rats. Hey did u ever vote for the next themes?,ham
932,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY �1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam
933,I hope your pee burns tonite.,ham
934,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham
935,Yay can't wait to party together!,ham
936,....photoshop makes my computer shut down.,ham
937,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham
938,That's one of the issues but california is okay. No snow so its manageable,ham
939,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
940,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham
941,"Awesome, that gonna be soon or later tonight?",ham
942,I need details about that online job.,ham
943,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386 ,spam
944,Missing you too.pray inshah allah,ham
945,Pls help me tell Ashley that i cant find her number oh,ham
946,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
947,S.this will increase the chance of winning.,ham
948,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
949,Maybe you should find something else to do instead???,ham
950,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
951,I liked your new house,ham
952,I'm fine. Hope you are also,ham
953,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
954,Same to u...,ham
955,yes baby! I need to stretch open your pussy!,ham
956,Thanks  and ! Or bomb and date as my phone wanted to say! ,ham
957,Ok...,ham
958,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham
959,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",ham
960,Nokia phone is lovly..,spam
961,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam
962,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
963,Sorry da..today i wont come to play..i have driving clas..,ham
964,I'm really sorry I lit your hair on fire,ham
965,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",ham
966,Okey dokey swashbuckling stuff what oh.,ham
967,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
968,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
969,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,ham
970,Well. You know what i mean. Texting,ham
971,Hi dis is yijue i would be happy to work wif �_ all for gek1510...,ham
972,Lol! Oops sorry! Have fun. ,ham
973,Wat happened to the cruise thing,ham
974,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
975,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam
976,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham
977,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
978,Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham
979,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham
980,When/where do I pick you up,ham
981,As usual u can call me ard 10 smth.,ham
982,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
983,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham
984,Poor girl can't go one day lmao,ham
985,Or just do that 6times,ham
986,Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award.,spam
987,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham
988,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
989,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham
990,Its worse if if uses half way then stops. Its better for him to complete it.,ham
991,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
992,Send me the new number,ham
993,Convey my regards to him,ham
994,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam
995,2 and half years i missed your friendship:-),ham
996,I cant pick the phone right now. Pls send a message,ham
997,Oh for fuck's sake she's in like tallahassee,ham
998,"Haha, that was the first person I was gonna ask",ham
999,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
1000,Taka lor. Wat time u wan 2 come n look 4 us?,ham
1001,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
1002,"\I;m reaching in another 2 stops.\""""",ham
1003,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
1004,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
1005,Will you come online today night,ham
1006,Then anything special?,ham
1007,"I'm in solihull, | do you want anything?",ham
1008,Will do. Have a good day,ham
1009,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham
1010,Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham
1011,I am on the way to tirupur.,ham
1012,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
1013,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham
1014,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham
1015,"Just dropped em off, omw back now",ham
1016,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
1017,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham
1018,Re your call; You didn't see my facebook huh?,ham
1019,"G says you never answer your texts, confirm/deny",ham
1020,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",ham
1021,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
1022,Oh yah... We never cancel leh... Haha ,ham
1023,We can go 4 e normal pilates after our intro...  ,ham
1024,Ok... Let u noe when i leave my house.,ham
1025,"Oh yes, why is it like torture watching england?",ham
1026,Wanna do some art?! :D,ham
1027,Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!,ham
1028,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
1029,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
1030,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham
1031,Match started.india  &lt;#&gt;  for 2,ham
1032,Once free call me sir.,ham
1033,Hey do you want anything to buy:),ham
1034,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham
1035,K..k.:)congratulation ..,ham
1036,G wants to know where the fuck you are,ham
1037,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
1038,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
1039,�� go home liao? Ask dad to pick me up at 6...,ham
1040,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
1041,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham
1042,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham
1043,Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
1044,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
1045,I'm already back home so no probably not,ham
1046,Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!,spam
1047,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",ham
1048,I am in bus on the way to calicut,ham
1049,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham
1050,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
1051,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam
1052,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham
1053,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham
1054,Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham
1055,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham
1056,I'm vivek:)i got call from your number.,ham
1057,Why didn't u call on your lunch?,ham
1058,"What i mean was i left too early to check, cos i'm working a 9-6.",ham
1059,I want  &lt;#&gt;  rs da:)do you have it?,ham
1060,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
1061,Yup ok...,ham
1062,I want to see your pretty pussy...,ham
1063,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
1064,"A few people are at the game, I'm at the mall with iouri and kaila",ham
1065,URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
1066,You can donate �2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. �2.50 will be added to your next bill,ham
1067,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham
1068,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham
1069,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
1070,Hey come online! Use msn... We are all there,ham
1071,I'm fine. Hope you are good. Do take care.,ham
1072,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham
1073,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham
1074,Yar... I tot u knew dis would happen long ago already.,ham
1075,You are gorgeous! keep those pix cumming :) thank you!,ham
1076,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
1077,JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
1078,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham
1079,So what u doing today?,ham
